HSA_CODE,HSA_NAME,HSA_NAME_FORMATTED,ZONE_CODE,ZONE_NAME,FY,INC_RT
HSA4.2.DE,EDMONTON - ABBOTTSFIELD/NE,Edmonton - Abbottsfield/NE,Z4,EDMONTON,2017,35.1
HSA4.2.DE,EDMONTON - ABBOTTSFIELD/NE,Edmonton - Abbottsfield/NE,Z4,EDMONTON,2018,36.7
HSA4.2.DE,EDMONTON - ABBOTTSFIELD/NE,Edmonton - Abbottsfield/NE,Z4,EDMONTON,2019,38.3
HSA4.2.DE,EDMONTON - ABBOTTSFIELD/NE,Edmonton - Abbottsfield/NE,Z4,EDMONTON,2020,39.8
HSA4.2.DE,EDMONTON - ABBOTTSFIELD/NE,Edmonton - Abbottsfield/NE,Z4,EDMONTON,All,35.2
HSA4.3.A,EDMONTON - BONNIE DOON,Edmonton - Bonnie Doon,Z4,EDMONTON,2016,24.5
HSA4.3.A,EDMONTON - BONNIE DOON,Edmonton - Bonnie Doon,Z4,EDMONTON,2017,29.7
HSA4.3.A,EDMONTON - BONNIE DOON,Edmonton - Bonnie Doon,Z4,EDMONTON,2018,35.7
HSA4.3.A,EDMONTON - BONNIE DOON,Edmonton - Bonnie Doon,Z4,EDMONTON,2019,51.6
HSA4.3.A,EDMONTON - BONNIE DOON,Edmonton - Bonnie Doon,Z4,EDMONTON,2020,33.1
HSA4.3.A,EDMONTON - BONNIE DOON,Edmonton - Bonnie Doon,Z4,EDMONTON,All,34.9
HSA4.3.B,EDMONTON - MILL WOODS WEST,Edmonton - Mill Woods West,Z4,EDMONTON,2016,28.4
HSA4.3.B,EDMONTON - MILL WOODS WEST,Edmonton - Mill Woods West,Z4,EDMONTON,2017,38.3
HSA4.3.B,EDMONTON - MILL WOODS WEST,Edmonton - Mill Woods West,Z4,EDMONTON,2018,32.6
HSA4.3.B,EDMONTON - MILL WOODS WEST,Edmonton - Mill Woods West,Z4,EDMONTON,2019,49.9
HSA4.3.B,EDMONTON - MILL WOODS WEST,Edmonton - Mill Woods West,Z4,EDMONTON,2020,57.5
HSA4.3.B,EDMONTON - MILL WOODS WEST,Edmonton - Mill Woods West,Z4,EDMONTON,All,41.3
HSA4.3.C,EDMONTON - MILL WOODS SOUTH & EAST,Edmonton - Mill Woods South & East,Z4,EDMONTON,2016,55.8
HSA4.3.C,EDMONTON - MILL WOODS SOUTH & EAST,Edmonton - Mill Woods South & East,Z4,EDMONTON,2017,51.6
HSA4.3.C,EDMONTON - MILL WOODS SOUTH & EAST,Edmonton - Mill Woods South & East,Z4,EDMONTON,2018,83.4
HSA4.3.C,EDMONTON - MILL WOODS SOUTH & EAST,Edmonton - Mill Woods South & East,Z4,EDMONTON,2019,57.1
HSA4.3.C,EDMONTON - MILL WOODS SOUTH & EAST,Edmonton - Mill Woods South & East,Z4,EDMONTON,2020,64.7
HSA4.3.C,EDMONTON - MILL WOODS SOUTH & EAST,Edmonton - Mill Woods South & East,Z4,EDMONTON,All,62.6
HSA4.4.A,EDMONTON - DUGGAN,Edmonton - Duggan,Z4,EDMONTON,2016,0
HSA4.4.A,EDMONTON - DUGGAN,Edmonton - Duggan,Z4,EDMONTON,2017,0
HSA4.4.A,EDMONTON - DUGGAN,Edmonton - Duggan,Z4,EDMONTON,2018,26.6
HSA4.4.A,EDMONTON - DUGGAN,Edmonton - Duggan,Z4,EDMONTON,2019,26.6
HSA4.4.A,EDMONTON - DUGGAN,Edmonton - Duggan,Z4,EDMONTON,2020,26.6
HSA4.4.A,EDMONTON - DUGGAN,Edmonton - Duggan,Z4,EDMONTON,All,20.7
HSA4.4.B,EDMONTON - TWIN BROOKS,Edmonton - Twin Brooks,Z4,EDMONTON,2016,34.6
HSA4.4.B,EDMONTON - TWIN BROOKS,Edmonton - Twin Brooks,Z4,EDMONTON,2017,29.1
HSA4.4.B,EDMONTON - TWIN BROOKS,Edmonton - Twin Brooks,Z4,EDMONTON,2018,23.5
HSA4.4.B,EDMONTON - TWIN BROOKS,Edmonton - Twin Brooks,Z4,EDMONTON,2019,42.5
HSA4.4.B,EDMONTON - TWIN BROOKS,Edmonton - Twin Brooks,Z4,EDMONTON,2020,36.8
HSA4.4.B,EDMONTON - TWIN BROOKS,Edmonton - Twin Brooks,Z4,EDMONTON,All,33.4
HSA4.4.C,EDMONTON - RUTHERFORD,Edmonton - Rutherford,Z4,EDMONTON,2016,34.2
HSA4.4.C,EDMONTON - RUTHERFORD,Edmonton - Rutherford,Z4,EDMONTON,2017,48.2
HSA4.4.C,EDMONTON - RUTHERFORD,Edmonton - Rutherford,Z4,EDMONTON,2018,26.8
HSA4.4.C,EDMONTON - RUTHERFORD,Edmonton - Rutherford,Z4,EDMONTON,2019,40.1
HSA4.4.C,EDMONTON - RUTHERFORD,Edmonton - Rutherford,Z4,EDMONTON,2020,47.2
HSA4.4.C,EDMONTON - RUTHERFORD,Edmonton - Rutherford,Z4,EDMONTON,All,39.5
HSA4.5.A,STURGEON COUNTY WEST,Sturgeon County West,Z4,EDMONTON,2016,0
HSA4.5.A,STURGEON COUNTY WEST,Sturgeon County West,Z4,EDMONTON,2017,43.6
HSA4.5.A,STURGEON COUNTY WEST,Sturgeon County West,Z4,EDMONTON,2018,65.8
HSA4.5.A,STURGEON COUNTY WEST,Sturgeon County West,Z4,EDMONTON,2019,0
HSA4.5.A,STURGEON COUNTY WEST,Sturgeon County West,Z4,EDMONTON,2020,47.3
HSA4.5.A,STURGEON COUNTY WEST,Sturgeon County West,Z4,EDMONTON,All,41.9
HSA4.5.B,STURGEON COUNTY EAST & Fort Saskatchewan,Sturgeon County East & Fort Saskatchewan,Z4,EDMONTON,2016,0
HSA4.5.B,STURGEON COUNTY EAST & Fort Saskatchewan,Sturgeon County East & Fort Saskatchewan,Z4,EDMONTON,2017,54.8
HSA4.5.B,STURGEON COUNTY EAST & Fort Saskatchewan,Sturgeon County East & Fort Saskatchewan,Z4,EDMONTON,2018,56.7
HSA4.5.B,STURGEON COUNTY EAST & Fort Saskatchewan,Sturgeon County East & Fort Saskatchewan,Z4,EDMONTON,2019,46.3
HSA4.5.B,STURGEON COUNTY EAST & Fort Saskatchewan,Sturgeon County East & Fort Saskatchewan,Z4,EDMONTON,2020,51.4
HSA4.5.B,STURGEON COUNTY EAST & Fort Saskatchewan,Sturgeon County East & Fort Saskatchewan,Z4,EDMONTON,All,48
HSA4.6,SHERWOOD PARK/STRATHCONA COUNTY,Sherwood Park/Strathcona County,Z4,EDMONTON,2016,39
HSA4.6,SHERWOOD PARK/STRATHCONA COUNTY,Sherwood Park/Strathcona County,Z4,EDMONTON,2017,43.9
HSA4.6,SHERWOOD PARK/STRATHCONA COUNTY,Sherwood Park/Strathcona County,Z4,EDMONTON,2018,52.7
HSA4.6,SHERWOOD PARK/STRATHCONA COUNTY,Sherwood Park/Strathcona County,Z4,EDMONTON,2019,56.4
HSA4.6,SHERWOOD PARK/STRATHCONA COUNTY,Sherwood Park/Strathcona County,Z4,EDMONTON,2020,57.9
HSA4.6,SHERWOOD PARK/STRATHCONA COUNTY,Sherwood Park/Strathcona County,Z4,EDMONTON,All,50.1
HSA4.7,LEDUC COUNTY,Leduc County,Z4,EDMONTON,2016,37.7
HSA4.7,LEDUC COUNTY,Leduc County,Z4,EDMONTON,2017,27.3
HSA4.7,LEDUC COUNTY,Leduc County,Z4,EDMONTON,2018,32
HSA4.7,LEDUC COUNTY,Leduc County,Z4,EDMONTON,2019,40.4
HSA4.7,LEDUC COUNTY,Leduc County,Z4,EDMONTON,2020,39.5
HSA4.7,LEDUC COUNTY,Leduc County,Z4,EDMONTON,All,35.4
HSA4.8.A,STONY PLAIN & SPRUCE GROVE,Stony Plain & Spruce Grove,Z4,EDMONTON,2016,48.6
HSA4.8.A,STONY PLAIN & SPRUCE GROVE,Stony Plain & Spruce Grove,Z4,EDMONTON,2017,45.3
HSA4.8.A,STONY PLAIN & SPRUCE GROVE,Stony Plain & Spruce Grove,Z4,EDMONTON,2018,40.2
HSA4.8.A,STONY PLAIN & SPRUCE GROVE,Stony Plain & Spruce Grove,Z4,EDMONTON,2019,37.8
HSA4.8.A,STONY PLAIN & SPRUCE GROVE,Stony Plain & Spruce Grove,Z4,EDMONTON,2020,38.9
HSA4.8.A,STONY PLAIN & SPRUCE GROVE,Stony Plain & Spruce Grove,Z4,EDMONTON,All,42.2
HSA4.8.B,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,Westview excluding Stony Plain & Spruce Grove,Z4,EDMONTON,2016,47.8
HSA4.8.B,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,Westview excluding Stony Plain & Spruce Grove,Z4,EDMONTON,2017,29.7
HSA4.8.B,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,Westview excluding Stony Plain & Spruce Grove,Z4,EDMONTON,2018,39.3
HSA4.8.B,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,Westview excluding Stony Plain & Spruce Grove,Z4,EDMONTON,2019,0
HSA4.8.B,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,Westview excluding Stony Plain & Spruce Grove,Z4,EDMONTON,2020,38.2
HSA4.8.B,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,Westview excluding Stony Plain & Spruce Grove,Z4,EDMONTON,All,33.9
HSA4.9,ST. ALBERT,St. Albert,Z4,EDMONTON,2016,50.3
HSA4.9,ST. ALBERT,St. Albert,Z4,EDMONTON,2017,42.7
HSA4.9,ST. ALBERT,St. Albert,Z4,EDMONTON,2018,49.9
HSA4.9,ST. ALBERT,St. Albert,Z4,EDMONTON,2019,30.8
HSA4.9,ST. ALBERT,St. Albert,Z4,EDMONTON,2020,43.8
HSA4.9,ST. ALBERT,St. Albert,Z4,EDMONTON,All,43.5
HSA5.1,NORTH ZONE - SW,North Zone - SW,Z5,NORTH,2016,35
HSA5.1,NORTH ZONE - SW,North Zone - SW,Z5,NORTH,2017,28.9
HSA5.1,NORTH ZONE - SW,North Zone - SW,Z5,NORTH,2018,37.2
HSA5.1,NORTH ZONE - SW,North Zone - SW,Z5,NORTH,2019,27.9
HSA5.1,NORTH ZONE - SW,North Zone - SW,Z5,NORTH,2020,35
HSA5.1,NORTH ZONE - SW,North Zone - SW,Z5,NORTH,All,32.8
HSA5.2,NORTH ZONE - SE,North Zone - SE,Z5,NORTH,2016,20.2
HSA5.2,NORTH ZONE - SE,North Zone - SE,Z5,NORTH,2017,22.6
HSA5.2,NORTH ZONE - SE,North Zone - SE,Z5,NORTH,2018,18
HSA5.2,NORTH ZONE - SE,North Zone - SE,Z5,NORTH,2019,28.1
HSA5.2,NORTH ZONE - SE,North Zone - SE,Z5,NORTH,2020,23.5
HSA5.2,NORTH ZONE - SE,North Zone - SE,Z5,NORTH,All,22.5
HSA5.3,NORTH ZONE - CENTRAL WEST,North Zone - Central West,Z5,NORTH,2016,22.5
HSA5.3,NORTH ZONE - CENTRAL WEST,North Zone - Central West,Z5,NORTH,2017,0
HSA5.3,NORTH ZONE - CENTRAL WEST,North Zone - Central West,Z5,NORTH,2018,0
HSA5.3,NORTH ZONE - CENTRAL WEST,North Zone - Central West,Z5,NORTH,2019,23.7
HSA5.3,NORTH ZONE - CENTRAL WEST,North Zone - Central West,Z5,NORTH,2020,23.3
HSA5.3,NORTH ZONE - CENTRAL WEST,North Zone - Central West,Z5,NORTH,All,19.3
HSA5.4,NORTH ZONE - NW,North Zone - NW,Z5,NORTH,2016,13.8
HSA5.4,NORTH ZONE - NW,North Zone - NW,Z5,NORTH,2017,14.8
HSA5.4,NORTH ZONE - NW,North Zone - NW,Z5,NORTH,2018,15.8
HSA5.4,NORTH ZONE - NW,North Zone - NW,Z5,NORTH,2019,20.1
HSA5.4,NORTH ZONE - NW,North Zone - NW,Z5,NORTH,2020,17.9
HSA5.4,NORTH ZONE - NW,North Zone - NW,Z5,NORTH,All,16.5
HSA5.5,NORTH ZONE - NE,North Zone - NE,Z5,NORTH,2016,0
HSA5.5,NORTH ZONE - NE,North Zone - NE,Z5,NORTH,2017,0
HSA5.5,NORTH ZONE - NE,North Zone - NE,Z5,NORTH,2018,0
HSA5.5,NORTH ZONE - NE,North Zone - NE,Z5,NORTH,2019,0
HSA5.5,NORTH ZONE - NE,North Zone - NE,Z5,NORTH,2020,0
HSA5.5,NORTH ZONE - NE,North Zone - NE,Z5,NORTH,All,0
HSA5.6,FORT MCMURRAY,Fort McMurray,Z5,NORTH,2016,36.1
HSA5.6,FORT MCMURRAY,Fort McMurray,Z5,NORTH,2017,45.8
HSA5.6,FORT MCMURRAY,Fort McMurray,Z5,NORTH,2018,32
HSA5.6,FORT MCMURRAY,Fort McMurray,Z5,NORTH,2019,33.1
HSA5.6,FORT MCMURRAY,Fort McMurray,Z5,NORTH,2020,46.6
HSA5.6,FORT MCMURRAY,Fort McMurray,Z5,NORTH,All,38.7
HSA5.7,CITY OF GRANDE PRAIRIE,City of Grande Prairie,Z5,NORTH,2016,0
HSA5.7,CITY OF GRANDE PRAIRIE,City of Grande Prairie,Z5,NORTH,2017,28.8
HSA5.7,CITY OF GRANDE PRAIRIE,City of Grande Prairie,Z5,NORTH,2018,25.8
HSA5.7,CITY OF GRANDE PRAIRIE,City of Grande Prairie,Z5,NORTH,2019,25.6
HSA5.7,CITY OF GRANDE PRAIRIE,City of Grande Prairie,Z5,NORTH,2020,29.3
HSA5.7,CITY OF GRANDE PRAIRIE,City of Grande Prairie,Z5,NORTH,All,23.9
